ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
"1741 BRIGHTSIDE DR, BLDG F",BATON ROUGE,70820,,POINT (-91.177732956128 30.386459265963),THE GATES AT BRIGHTSIDE APARTMENTS
250 S 17TH ST,BATON ROUGE,70802,,POINT (-91.171796774578 30.445991296635),MID CITY GARDENS APARTMENTS
314 W ROOSEVELT ST,BATON ROUGE,70802,,POINT (-91.180439232564 30.421966592017),GAMBLE APARTMENTS
407 E STATE ST,BATON ROUGE,70802,,POINT (-91.173662596258 30.419383839885),TIGER MANOR APARTMENTS
3476 N SHERWOOD FOREST DR,BATON ROUGE,70814,,POINT (-91.057697886627 30.483163534453),PARK FOREST EAST APARTMENTS
"9989 BURBANK DR, BLDG L",BATON ROUGE,70810,,POINT (-91.114628636236 30.3593692015),THE ARTS APARTMENTS AT BLUEBONNET PLACE
1831 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.043369371996 30.469452981324),APARTMENTS
4201 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.147769074838 30.48636580147),APARTMENTS
928 N 19TH ST,BATON ROUGE,70802,,POINT (-91.169407793317 30.4571254757),SCOTT SCHOOL APARTMENTS
7362 TOWN SOUTH AVE,BATON ROUGE,70808,,POINT (-91.113863260963 30.391216055653),APARTMENTS
5014 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137346314195 30.441264130611),PATRICIAN APARTMENTS
11533 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055894731228 30.421013535101),COTTAGES AT SOUTHFORK APARTMENTS
9982 AVENUE I,BATON ROUGE,70807,,POINT (-91.197619615868 30.535100977793),CRESTWORTH PLACE APARTMENTS
5163 BAKER BLVD,BAKER,70714,,POINT (-91.146077106565 30.595135017618),GREENWOOD FOREST APARTMENTS
4194 BURBANK DR,BATON ROUGE,70808,,POINT (-91.176881390315 30.401825081142),LARK BATON ROUGE APARTMENTS
7543 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.10663266411 30.419814601329),MAISON BOCAGE APARTMENTS AND TOWNHOMES
4278 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.146641737248 30.485954202549),NEW BEGINNINGS APARTMENTS
644 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118087572579 30.455525649847),SUNLIGHT APARTMENTS
"1741 BRIGHTSIDE DR, BLDG G",BATON ROUGE,70820,,POINT (-91.178259687362 30.386536651454),THE GATES AT BRIGHTSIDE APARTMENTS
"449 BEN HUR RD, BLDG 4",BATON ROUGE,70820,,POINT (-91.155054354423 30.385162099387),THE EXCHANGE AT BATON ROUGE APARTMENTS
5236 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136069002138 30.441232129944),PATRICIAN APARTMENTS
6750 HARRY DR,BATON ROUGE,70806,,POINT (-91.121588252724 30.456562231694),MELROSE PLAZA APARTMENTS
"3002 MASON AVE, BLDG 115",BATON ROUGE,70805,,POINT (-91.160262730431 30.50566337338),MONTE SANO VILLAGE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 9",BATON ROUGE,70820,,POINT (-91.181136839007 30.389624095958),RETREAT AT BRIGHTSIDE APARTMENTS
360 W GARFIELD ST,BATON ROUGE,70802,,POINT (-91.180944638026 30.422641416812),APARTMENTS
"12400 JEFFERSON HWY, BLDG 3",BATON ROUGE,70816,,POINT (-91.046172642996 30.393680068005),JEFFERSON LAKES APARTMENTS
"3002 MASON AVE, BLDG 111",BATON ROUGE,70805,,POINT (-91.160074771245 30.505981767891),MONTE SANO VILLAGE APARTMENTS
13633 MILLERVILLE GREENS BLVD,BATON ROUGE,70816,,POINT (-91.026418597332 30.439755932045),THE WATERS AT MILLERVILLE APARTMENTS
1638 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.042653923684 30.467938375936),CHERRY CREEK APARTMENTS
350 DELPHINE ST,BATON ROUGE,70806,,POINT (-91.164370764714 30.445561330286),APARTMENTS
7725 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105649175586 30.421862085796),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7743 BLES AVE,BATON ROUGE,70810,,POINT (-91.108252956483 30.392270434698),APARTMENTS
"11070 MEAD RD, BLDG 6",BATON ROUGE,70816,,POINT (-91.058484799476 30.426173307673),WILLOWBEND LAKES APARTMENTS
615 SAINT LOUIS ST,BATON ROUGE,70802,,POINT (-91.187042299828 30.442469096227),ST LOUIS COURT APARTMENTS
191 BELLEWOOD DR,BATON ROUGE,70806,,POINT (-91.121618596676 30.449225236018),APARTMENTS
4718 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.18328796772 30.392762121799),VILLAGE FOUR APARTMENTS 1
10003 AVENUE H,BATON ROUGE,70807,,POINT (-91.1972919801 30.535350052484),CRESTWORTH PLACE APARTMENTS
1247 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140885166257 30.45999527157),PROVINCIAL NORTH APARTMENTS
11418 BARD AVE,BATON ROUGE,70815,,POINT (-91.056962419268 30.46758009647),PARK PLACE ON BARD APARTMENTS
6848 TITIAN AVE,BATON ROUGE,70806,,POINT (-91.120871087141 30.455709474384),TITIAN APARTMENTS
996 S KENILWORTH PKWY,BATON ROUGE,70820,,POINT (-91.145585806949 30.3738249118),KENILWORTH RIDGE APARTMENTS
12727 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.037097858761 30.411394066407),SHERWOOD ACRES APARTMENTS
7726 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.104957613227 30.421937931318),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10966 DARRYL DR,BATON ROUGE,70815,,POINT (-91.062038792656 30.469017036744),SHERWOOD OAKS APARTMENTS
5136 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136448903685 30.441015040091),PATRICIAN APARTMENTS
854 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118265344605 30.457747497053),BON CARRE COURT APARTMENTS
4743 FLORIDA BLVD,BATON ROUGE,70806,,POINT (-91.142050056113 30.45117396987),SEA HOLLY GRANDE APARTMENTS
2136 LOBDELL BLVD,BATON ROUGE,70806,,POINT (-91.117998753558 30.468061251695),ARDENDALE OAKS APARTMENTS
3447 VILLA ROSE DR,BATON ROUGE,70806,,POINT (-91.153398440335 30.441927851282),THE VILLAS APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1502",BATON ROUGE,70820,,POINT (-91.180782803636 30.390131918386),SHARLO TERRACE APARTMENTS 1
1611 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.13396721921 30.434501746249),OLE TOWNE APARTMENTS
4545 EARL GROS AVE,BATON ROUGE,70820,,POINT (-91.179177809133 30.393523937549),TIGER PARK APARTMENTS
"3002 MASON AVE, BLDG 118",BATON ROUGE,70805,,POINT (-91.160031408621 30.505447693009),MONTE SANO VILLAGE APARTMENTS
7702 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.10570969483 30.419951005155),MAISON BOCAGE APARTMENTS AND TOWNHOMES
11417 STAN AVE,BATON ROUGE,70815,,POINT (-91.056529534101 30.470292112464),SUMMERSET SQUARE APARTMENTS
1951 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.172965747436 30.557026518862),VILLAGE GREEN APARTMENTS 18
1122 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126841346127 30.459889322333),DALI PLACE APARTMENTS
1283 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140835728501 30.460594023997),PROVINCIAL NORTH APARTMENTS
1359 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140606201929 30.460135541493),PROVINCIAL NORTH APARTMENTS
1716 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176784117087 30.388266026489),BRIGHTSIDE MANOR APARTMENTS
1291 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140625044346 30.460603222397),PROVINCIAL NORTH APARTMENTS
11070 MEAD RD,BATON ROUGE,70816,,POINT (-91.058649708673 30.426488441512),WILLOWBEND LAKES APARTMENTS
1222 JIM TAYLOR DR,BATON ROUGE,70820,,POINT (-91.181477073337 30.392067571932),CAMELOT APARTMENTS
1290 PARK BLVD,BATON ROUGE,70802,,POINT (-91.170136394188 30.435120989438),PARK PLAZA APARTMENTS
11999 LONGRIDGE AVE,BATON ROUGE,70816,,POINT (-91.048660620291 30.423096096963),LONGRIDGE APARTMENTS
7946 BLES AVE,BATON ROUGE,70810,,POINT (-91.107219998061 30.390933384622),APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 15",BATON ROUGE,70820,,POINT (-91.180915386826 30.388611015785),RETREAT AT BRIGHTSIDE APARTMENTS
"3002 MASON AVE, BLDG 130",BATON ROUGE,70805,,POINT (-91.16124337128 30.506051151341),MONTE SANO VILLAGE APARTMENTS
10241 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.109945227858 30.350051224011),THE BEND ON BLUEBONNET APARTMENTS
1037 RITTINER DR,BATON ROUGE,70806,,POINT (-91.160972655265 30.438965710411),APARTMENTS
"3002 MASON AVE, BLDG 105",BATON ROUGE,70805,,POINT (-91.160271537151 30.506474737885),MONTE SANO VILLAGE APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 2",BATON ROUGE,70817,,POINT (-91.012913391849 30.406157084642),SPRING BROOK APARTMENTS
1616 N HARCO DR,BATON ROUGE,70815,,POINT (-91.041698529887 30.467616743392),CHERRY CREEK APARTMENTS
636 N 39TH ST,BATON ROUGE,70802,,POINT (-91.150776007867 30.45404712735),APARTMENTS
"11510 SOUTHFORK AVE, BLDG 4",BATON ROUGE,70816,,POINT (-91.057197508254 30.419904377659),COTTAGES AT SOUTHFORK APARTMENTS
316 APARTMENT COURT DR,BATON ROUGE,70806,,POINT (-91.123537329158 30.447483786152),GOODWOOD PLACE APARTMENTS
12036 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.045852073485 30.411229744642),APARTMENTS
6776 CEZANNE AVE,BATON ROUGE,70806,,POINT (-91.121709304487 30.459682521493),MELROSE PLACE APARTMENTS
900 DEAN LEE DR,BATON ROUGE,70820,,POINT (-91.171658135942 30.38610669438),BRIGHTSIDE ESTATES APARTMENTS
4253 JANET AVE,BATON ROUGE,70808,,POINT (-91.174772161149 30.402050331501),HAWTHORNE II APARTMENTS
7421 PLANK RD,BATON ROUGE,70807,,POINT (-91.148020011824 30.517296384916),THE RESERVE AT HOWELL PLACE APARTMENTS
5431 ESSEN LN,BATON ROUGE,70809,,POINT (-91.106204898201 30.398397867854),SILVERSIDE PLANTATION APARTMENTS
10530 FLORIDA BLVD,BATON ROUGE,70815,,POINT (-91.067524041502 30.455540613194),BROADMOOR PLANTATION APARTMENTS
2405 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.186247478301 30.388479248583),SUMMER GROVE APARTMENTS
4092 BURBANK DR,BATON ROUGE,70808,,POINT (-91.177910396684 30.402288459508),PARKLAND APARTMENTS
501 ASTER ST,BATON ROUGE,70802,,POINT (-91.182088658494 30.419053775077),WEST CAMPUS APARTMENTS BLDG #11
"4915 ALVIN DARK AVE, BLDG 1509",BATON ROUGE,70820,,POINT (-91.179051874216 30.390107841399),SHARLO TERRACE APARTMENTS 1
11400 BARD AVE,BATON ROUGE,70815,,POINT (-91.057238357213 30.467438751823),PARK PLACE ON BARD APARTMENTS
1397 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139732747496 30.46017228666),PROVINCIAL NORTH APARTMENTS
3060 N ACADIAN THWY E,BATON ROUGE,70805,,POINT (-91.155395810134 30.476053139055),APARTMENTS
17505 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-90.99641429139 30.362232463672),HIGHLAND CLUB APARTMENTS
"5958 CADILLAC ST, BLDG 1107",BATON ROUGE,70811,,POINT (-91.131344820104 30.517381014046),CADILLAC STREET PLACE APARTMENTS
728 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.152973275775 30.441376979285),THE VILLAS APARTMENTS
8365 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071486976956 30.372271690665),SIEGEN CALAIS APARTMENTS
"3002 MASON AVE, BLDG 133",BATON ROUGE,70805,,POINT (-91.160895135308 30.506446048131),MONTE SANO VILLAGE APARTMENTS
5212 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.135952685318 30.440595196094),PATRICIAN APARTMENTS
266 W ROOSEVELT ST,BATON ROUGE,70802,,POINT (-91.180253767201 30.422006489565),ROOSE APARTMENTS 2
429 EAST DR,BATON ROUGE,70806,,POINT (-91.149170516899 30.445202115046),VILLA D'ESTE APARTMENTS 2
3421 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007167390147 30.421223923295),APARTMENTS
3467 CLAYTON ST,BATON ROUGE,70805,,POINT (-91.15546805626 30.491144614274),APARTMENTS
7641 BLES AVE,BATON ROUGE,70810,,POINT (-91.109070508414 30.392714833654),APARTMENTS
11435 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.05664376992 30.419476954529),COTTAGES AT SOUTHFORK APARTMENTS
527 ASTER ST,BATON ROUGE,70802,,POINT (-91.182345900545 30.418408330322),WEST CAMPUS APARTMENTS ACTIVITY CENTER BLDG #13
7622 BLES AVE,BATON ROUGE,70810,,POINT (-91.109766662772 30.392387257433),APARTMENTS
3335 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007164354923 30.421801021615),APARTMENTS
1621 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.13364459452 30.434241812239),OLE TOWNE APARTMENTS
744 N 11TH ST,BATON ROUGE,70802,,POINT (-91.178520712445 30.454457124793),THE ELYSIAN II APARTMENTS
12531 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.03920884452 30.411933110388),SHERWOOD ACRES APARTMENTS
1110 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127436215882 30.459970870035),DALI PLACE APARTMENTS
8335 SUMMA AVE,BATON ROUGE,70809,,POINT (-91.099439789366 30.398775423909),NEW RICHMOND QUARTER APARTMENTS
730 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.15295319814 30.441312207741),THE VILLAS APARTMENTS
433 WEST DR,BATON ROUGE,70806,,POINT (-91.151406351495 30.445019667035),CHALET SOUTH APARTMENTS 2
"433 LONGWOOD CT, APTS A-D",BATON ROUGE,70806,,POINT (-91.143367628524 30.444869805067),LONGWOOD COURT APARTMENTS
10530 FLORIDA BLVD,BATON ROUGE,70815,,POINT (-91.067524041502 30.455540613194),BROADMOOR PLANTATION APARTMENTS
9562 TRACY AVE,BATON ROUGE,70814,,POINT (-91.081900589531 30.491090802681),APARTMENTS
8389 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.07012852209 30.372586063786),SIEGEN CALAIS APARTMENTS
7801 SCENIC HWY,BATON ROUGE,70807,,POINT (-91.179683728701 30.519472052546),THE PALISADES AT JAGUAR CITY APARTMENTS
17232 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-91.001988125059 30.361369751257),THE RESERVE AT JEFFERSON CROSSING APARTMENTS
8900 ELM GROVE GARDEN DR,BATON ROUGE,70807,,POINT (-91.168853677037 30.527899508789),ELM GROVE GARDENS APARTMENTS
5108 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.13694563463 30.441177862841),PATRICIAN APARTMENTS
10004 AVENUE I,BATON ROUGE,70807,,POINT (-91.19772310037 30.535329520258),CRESTWORTH PLACE APARTMENTS
1444 JIM TAYLOR DR,BATON ROUGE,70820,,POINT (-91.183663187959 30.392253696378),RIVERVIEW APARTMENTS
4201 FORD ST,BATON ROUGE,70807,,POINT (-91.151317143061 30.520597611239),THE RESERVE AT HOWELL PLACE APARTMENTS
4150 72ND AVE,BATON ROUGE,70807,,POINT (-91.149654226794 30.515033653875),HOWELL PLACE APARTMENTS
101 RIVER HOUSE PL,BATON ROUGE,70802,,POINT (-91.188440719308 30.433960495857),RIVER HOUSE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 22",BATON ROUGE,70820,,POINT (-91.179263382839 30.389324714415),RETREAT AT BRIGHTSIDE APARTMENTS
1500 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.175019100969 30.388401646902),JESSICA'S LANDING APARTMENTS
4213 FORD ST,BATON ROUGE,70807,,POINT (-91.150458504639 30.519366739677),THE RESERVE AT HOWELL PLACE APARTMENTS
1688 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176819207547 30.388042711339),BRIGHTSIDE MANOR APARTMENTS
763 MONET DR,BATON ROUGE,70806,,POINT (-91.117680147676 30.456706125186),NINE OAKS APARTMENTS 2
1625 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.133995568189 30.434241618301),OLE TOWNE APARTMENTS
10318 CELTIC DR,BATON ROUGE,70809,,POINT (-91.074245403627 30.415684467019),CYPRESS PARK APARTMENTS
11881 PLANK RD,BATON ROUGE,70811,,POINT (-91.135363050582 30.553682413716),APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1515",BATON ROUGE,70820,,POINT (-91.178511533656 30.390548567905),SHARLO TERRACE APARTMENTS 1
5162 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136561765227 30.440700300479),PATRICIAN APARTMENTS
10322 CELTIC DR,BATON ROUGE,70809,,POINT (-91.073760543099 30.41562240307),CYPRESS PARK APARTMENTS
"3002 MASON AVE, BLDG 131",BATON ROUGE,70805,,POINT (-91.161093181519 30.506204375313),MONTE SANO VILLAGE APARTMENTS
5110 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136862723669 30.441212471625),PATRICIAN APARTMENTS
936 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118206327475 30.458208173976),ASPHODEL APARTMENT
"11555 SOUTHFORK AVE, BLDG H",BATON ROUGE,70816,,POINT (-91.056031296709 30.423105278098),REGENCY CLUB APARTMENTS
604 W ROOSEVELT ST,BATON ROUGE,70802,,POINT (-91.183426352701 30.42187370489),APARTMENTS
4020 GOURRIER AVE,BATON ROUGE,70808,,POINT (-91.178269652041 30.403432423659),EMBASSY COURTS APARTMENTS
"3002 MASON AVE, BLDG 109",BATON ROUGE,70805,,POINT (-91.160098158099 30.506247332653),MONTE SANO VILLAGE APARTMENTS
"5958 CADILLAC ST, BLDG 1125",BATON ROUGE,70811,,POINT (-91.128166874533 30.517271016826),CADILLAC STREET PLACE APARTMENTS
809 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.129492870628 30.456095414888),DRAKES LANDING APARTMENTS
356 APARTMENT COURT DR,BATON ROUGE,70806,,POINT (-91.123532914921 30.446932806782),GOODWOOD PLACE APARTMENTS
4980 LOWER ZACHARY RD,ZACHARY,70791,,POINT (-91.151848732552 30.640263913145),BRISTOL APARTMENTS
5114 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.13677704951 30.441293387298),PATRICIAN APARTMENTS
4554 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.180997815142 30.393691960489),RANCH HOUSE APARTMENTS
1381 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140042191237 30.46015753111),PROVINCIAL NORTH APARTMENTS
5008 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137368191303 30.441011774216),PATRICIAN APARTMENTS
4738 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.18333148446 30.392499442923),VILLAGE FOUR APARTMENTS 3
5232 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136050465916 30.441146428926),PATRICIAN APARTMENTS
1064 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126833282018 30.459698752385),DALI PLACE APARTMENTS
"1741 BRIGHTSIDE DR, BLDG B",BATON ROUGE,70820,,POINT (-91.178411994853 30.385396850327),THE GATES AT BRIGHTSIDE APARTMENTS
"3002 MASON AVE, BLDG 108",BATON ROUGE,70805,,POINT (-91.160292403038 30.50623283444),MONTE SANO VILLAGE APARTMENTS
1933 SPARTA AVE,BATON ROUGE,70807,,POINT (-91.173562200812 30.556460284962),VILLAGE GREEN APARTMENTS 13
"3002 MASON AVE, BLDG 110",BATON ROUGE,70805,,POINT (-91.1599178016 30.506114328912),MONTE SANO VILLAGE APARTMENTS
722 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153676361354 30.441058927052),THE VILLAS APARTMENTS
1116 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127277707854 30.460251574019),DALI PLACE APARTMENTS
661 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153873683414 30.442034426591),THE VILLAS APARTMENTS
4250 JANET AVE,BATON ROUGE,70808,,POINT (-91.175421806215 30.401909306779),HAWTHORNE APARTMENTS
7513 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.107487412955 30.419467163842),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1812 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.04258039199 30.46943673878),CHERRY CREEK APARTMENTS
3383 ALASKA ST,BATON ROUGE,70802,,POINT (-91.1824683982 30.417964537087),WEST CAMPUS APARTMENTS BLDG #1
2424 DRUSILLA LN,BATON ROUGE,70809,,POINT (-91.085009392476 30.429091552479),HAMPTON COURT APARTMENTS
1114 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127252956168 30.459948597431),DALI PLACE APARTMENTS
1078 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126018693857 30.459499591418),DALI PLACE APARTMENTS
1788 BOULEVARD DE PROVINCE,BATON ROUGE,70816,,POINT (-91.045900340613 30.437459196179),OLD HAMMOND HIGHWAY PARK II APARTMENTS
330 GARDERE LN,BATON ROUGE,70808,,POINT (-91.121269886054 30.365129387809),APARTMENTS
121 CLARA DR,BATON ROUGE,70808,,POINT (-91.167328041975 30.400425390017),LES CHENES AT HIGHLAND APARTMENTS
1618 BLANCHE CT,BATON ROUGE,70802,,POINT (-91.171749139751 30.442243928254),BLANCHE COURT APARTMENTS
4250 ELM DR,BATON ROUGE,70805,,POINT (-91.137779028818 30.488549360221),ELM STREET - SENIOR APARTMENTS
420 N 6TH ST,BATON ROUGE,70801,,POINT (-91.184481216353 30.450896625863),APARTMENTS
1957 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.130031563393 30.466071875887),ARDENWOOD VILLAGE APARTMENTS (EBRHA)
4274 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.146601529386 30.485772699978),NEW BEGINNINGS APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 1",BATON ROUGE,70817,,POINT (-91.012941310988 30.406514130999),SPRING BROOK APARTMENTS
226 SHIP DR,BATON ROUGE,70806,,POINT (-91.116275775119 30.449279463932),APARTMENTS
2522 GATES CIR,BATON ROUGE,70809,,POINT (-91.122910833811 30.422434569581),GATES AT CITIPLACE APARTMENTS
11515 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055891848841 30.419474476766),COTTAGES AT SOUTHFORK APARTMENTS
"5010 MANCUSO LN, BLDG 7",BATON ROUGE,70809,,POINT (-91.104337914882 30.399008529765),CITISCAPE APARTMENTS
4636 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.181371950296 30.393000826028),COUNTRY CLUB II APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1511",BATON ROUGE,70820,,POINT (-91.178777232107 30.389930976299),SHARLO TERRACE APARTMENTS 1
4266 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.14661605712 30.48542673628),NEW BEGINNINGS APARTMENTS
248 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.151162614135 30.446631151648),DUMAINE APARTMENTS
8363 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071117285877 30.372238319684),SIEGEN CALAIS APARTMENTS
4040 DAWSON DR,BATON ROUGE,70805,,POINT (-91.149829421331 30.506625470121),APARTMENTS
1347 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140511516754 30.460302694443),PROVINCIAL NORTH APARTMENTS
14443 PERKINS RD,BATON ROUGE,70810,,POINT (-91.057808488725 30.363137549228),THE PEARL AT JAMESTOWN APARTMENTS
725 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153332900091 30.441295226528),VILLA ROSE APARTMENTS 6
5230 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136042536886 30.441102422592),PATRICIAN APARTMENTS
"3002 MASON AVE, BLDG 126",BATON ROUGE,70805,,POINT (-91.161274789175 30.505617487205),MONTE SANO VILLAGE APARTMENTS
752 KENMORE AVE,BATON ROUGE,70806,,POINT (-91.158316156625 30.44200758163),APARTMENTS
2100 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.135387300175 30.42919392798),BIENVILLE TOWER APARTMENTS
1961 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.172571473554 30.556946106568),VILLAGE GREEN APARTMENTS 20
4444 KOLIN DR,BATON ROUGE,70816,,POINT (-91.060511508737 30.410745527623),APARTMENTS
5905 CARPENTER RD,ZACHARY,70791,,POINT (-91.141766916136 30.647354322401),APARTMENTS
7940 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.106788929555 30.425713604348),JEFFERSON COLONIAL APARTMENTS
4262 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.147162411516 30.485408707061),NEW BEGINNINGS APARTMENTS
1931 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.173364367135 30.55710126495),VILLAGE GREEN APARTMENTS 12
5410 BYRON ST,BATON ROUGE,70805,,POINT (-91.135981310091 30.493944161586),APARTMENTS
"5235 FLORIDA BLVD, STE C",BATON ROUGE,70806,,POINT (-91.136194555466 30.451586416872),PATIO HOUSE II APARTMENTS
"11555 SOUTHFORK AVE, BLDG C",BATON ROUGE,70816,,POINT (-91.056176204546 30.422386489324),REGENCY CLUB APARTMENTS
7651 BLES AVE,BATON ROUGE,70810,,POINT (-91.108905014027 30.392637673614),APARTMENTS
1371 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.14023751329 30.460148311214),PROVINCIAL NORTH APARTMENTS
3711 COLE DR,BATON ROUGE,70806,,POINT (-91.151346330997 30.44357172574),APARTMENTS
3670 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.05636209628 30.419854790735),COTTAGES AT SOUTHFORK APARTMENTS
6764 REMBRANDT AVE,BATON ROUGE,70806,,POINT (-91.121601821561 30.457804628584),HARRY DR EFFICIENCY APARTMENTS
9328 GREAT SMOKY AVE,BATON ROUGE,70814,,POINT (-91.084516594277 30.475829941815),APARTMENTS
6748 REMBRANDT AVE,BATON ROUGE,70806,,POINT (-91.122141882191 30.457765479453),REMBRANDT APARTMENTS
9986 AVENUE I,BATON ROUGE,70807,,POINT (-91.197684336763 30.535231990948),CRESTWORTH PLACE APARTMENTS
